CaseID,Activity,CompleteTimestamp,CumTimeInterval
149,,1970-01-01 15:00:00,21600.0
149,Activity N,,
149,,1970-01-01 15:00:00,21600.0
149,,,
149,,1970-01-01 16:00:00,25200.0
149,Activity F,1970-01-01 17:00:00,28800.0
150,,,
150,Activity B,1970-01-01 10:00:00,3600.0
150,Activity C,1970-01-01 11:00:00,7200.0
150,Activity D,1970-01-01 12:00:00,10800.0
150,Activity E,1970-01-01 13:00:00,14400.0
150,Activity M,1970-01-01 14:00:00,18000.0
150,,1970-01-01 14:00:00,18000.0
150,,,
150,,,
150,Activity L,1970-01-01 15:00:00,21600.0
150,Activity J,1970-01-01 15:00:00,21600.0
150,,1970-01-01 15:00:00,21600.0
150,,1970-01-01 16:00:00,25200.0
150,Activity F,1970-01-01 17:00:00,28800.0
151,Activity A,1970-01-01 09:00:00,0.0
151,,,
151,Activity C,1970-01-01 11:00:00,7200.0
151,,1970-01-01 12:00:00,10800.0
151,Activity E,1970-01-01 13:00:00,14400.0
151,Activity G,1970-01-01 14:00:00,18000.0
151,,,
151,Activity K,1970-01-01 14:00:00,18000.0
151,Activity I,,
151,Activity J,1970-01-01 15:00:00,21600.0
151,Activity N,1970-01-01 15:00:00,21600.0
151,Activity L,1970-01-01 15:00:00,21600.0
151,,,
151,Activity F,,
152,Activity A,1970-01-01 09:00:00,0.0
152,Activity B,1970-01-01 10:00:00,3600.0
152,,1970-01-01 11:00:00,7200.0
152,Activity D,1970-01-01 12:00:00,10800.0
152,,,
152,Activity K,1970-01-01 14:00:00,18000.0
152,Activity M,1970-01-01 14:00:00,18000.0
152,Activity G,,
152,Activity L,1970-01-01 15:00:00,21600.0
152,Activity N,1970-01-01 15:00:00,21600.0
152,Activity J,1970-01-01 15:00:00,21600.0
152,Activity I,1970-01-01 15:00:00,21600.0
152,,,
152,Activity F,,
153,,1970-01-01 09:00:00,0.0
153,Activity B,,
153,Activity C,1970-01-01 11:00:00,7200.0
153,,,
153,Activity E,,
153,Activity G,,
153,Activity M,1970-01-01 14:00:00,18000.0
153,,,
153,Activity J,1970-01-01 15:00:00,21600.0
153,Activity I,1970-01-01 15:00:00,21600.0
153,Activity N,1970-01-01 15:00:00,21600.0
153,,,
153,,1970-01-01 16:00:00,25200.0
153,Activity F,,
154,Activity A,1970-01-01 09:00:00,0.0
154,Activity B,,
154,,1970-01-01 11:00:00,7200.0
154,Activity D,1970-01-01 12:00:00,10800.0
154,Activity E,1970-01-01 13:00:00,14400.0
154,Activity K,,
154,,1970-01-01 14:00:00,18000.0
154,,,
154,Activity L,1970-01-01 15:00:00,21600.0
154,Activity N,1970-01-01 15:00:00,21600.0
154,,1970-01-01 15:00:00,21600.0
154,Activity I,1970-01-01 15:00:00,21600.0
154,,1970-01-01 16:00:00,25200.0
154,,1970-01-01 17:00:00,28800.0
155,Activity A,1970-01-01 09:00:00,0.0
155,Activity B,,
155,Activity C,1970-01-01 11:00:00,7200.0
155,Activity D,1970-01-01 12:00:00,10800.0
155,Activity E,1970-01-01 13:00:00,14400.0
155,,1970-01-01 14:00:00,18000.0
155,,1970-01-01 14:00:00,18000.0
155,,,
155,Activity J,1970-01-01 15:00:00,21600.0
155,Activity I,1970-01-01 15:00:00,21600.0
155,Activity L,1970-01-01 15:00:00,21600.0
155,Activity N,,
155,Activity H,1970-01-01 16:00:00,25200.0
155,,1970-01-01 17:00:00,28800.0
156,Activity A,1970-01-01 09:00:00,0.0
156,Activity B,1970-01-01 10:00:00,3600.0
156,Activity C,1970-01-01 11:00:00,7200.0
156,Activity D,1970-01-01 12:00:00,10800.0
156,Activity E,,
156,,1970-01-01 14:00:00,18000.0
156,Activity G,,
156,Activity K,1970-01-01 14:00:00,18000.0
156,Activity N,1970-01-01 15:00:00,21600.0
156,Activity I,,
156,,1970-01-01 15:00:00,21600.0
156,Activity L,,
156,Activity H,1970-01-01 16:00:00,25200.0
156,Activity F,1970-01-01 17:00:00,28800.0
157,Activity A,1970-01-01 09:00:00,0.0
157,,1970-01-01 10:00:00,3600.0
157,Activity C,1970-01-01 11:00:00,7200.0
157,,1970-01-01 12:00:00,10800.0
157,Activity E,,
157,Activity K,1970-01-01 14:00:00,18000.0
157,,,
157,Activity M,,
157,Activity L,1970-01-01 15:00:00,21600.0
157,Activity I,,
157,Activity J,,
157,Activity N,1970-01-01 15:00:00,21600.0
157,Activity H,1970-01-01 16:00:00,25200.0
157,,,
158,Activity A,1970-01-01 09:00:00,0.0
158,Activity B,,
158,Activity C,1970-01-01 11:00:00,7200.0
158,Activity D,1970-01-01 12:00:00,10800.0
158,Activity E,1970-01-01 13:00:00,14400.0
158,,,
158,Activity K,1970-01-01 14:00:00,18000.0
158,Activity G,,
158,,,
158,Activity L,1970-01-01 15:00:00,21600.0
158,Activity I,1970-01-01 15:00:00,21600.0
158,,,
158,Activity H,,
158,Activity F,1970-01-01 17:00:00,28800.0
159,,,
159,Activity B,,
159,Activity C,1970-01-01 11:00:00,7200.0
159,Activity D,1970-01-01 12:00:00,10800.0
159,Activity E,,
159,Activity M,1970-01-01 14:00:00,18000.0
159,Activity G,1970-01-01 14:00:00,18000.0
159,,,
159,Activity N,,
159,,,
159,Activity J,1970-01-01 15:00:00,21600.0
159,Activity L,1970-01-01 15:00:00,21600.0
159,Activity H,1970-01-01 16:00:00,25200.0
159,Activity F,,
160,Activity A,1970-01-01 09:00:00,0.0
160,Activity B,,
160,Activity C,1970-01-01 11:00:00,7200.0
160,Activity D,,
160,Activity E,1970-01-01 13:00:00,14400.0
160,Activity K,1970-01-01 14:00:00,18000.0
160,Activity G,1970-01-01 14:00:00,18000.0
160,Activity M,1970-01-01 14:00:00,18000.0
160,,,
160,Activity J,1970-01-01 15:00:00,21600.0
160,Activity I,1970-01-01 15:00:00,21600.0
160,Activity N,1970-01-01 15:00:00,21600.0
160,,,
160,,1970-01-01 17:00:00,28800.0
161,Activity A,1970-01-01 09:00:00,0.0
161,Activity B,1970-01-01 10:00:00,3600.0
161,Activity C,1970-01-01 11:00:00,7200.0
161,Activity D,1970-01-01 12:00:00,10800.0
161,Activity E,1970-01-01 13:00:00,14400.0
161,,1970-01-01 14:00:00,18000.0
161,,1970-01-01 14:00:00,18000.0
161,,1970-01-01 14:00:00,18000.0
161,Activity L,,
161,Activity J,1970-01-01 15:00:00,21600.0
161,Activity I,,
161,,,
161,Activity H,,
161,Activity F,1970-01-01 17:00:00,28800.0
162,Activity A,1970-01-01 09:00:00,0.0
162,,1970-01-01 10:00:00,3600.0
162,Activity C,,
162,,1970-01-01 12:00:00,10800.0
162,Activity E,1970-01-01 13:00:00,14400.0
162,Activity K,1970-01-01 14:00:00,18000.0
162,Activity M,1970-01-01 14:00:00,18000.0
162,Activity G,,
162,Activity L,1970-01-01 15:00:00,21600.0
162,,1970-01-01 15:00:00,21600.0
162,,1970-01-01 15:00:00,21600.0
162,,1970-01-01 15:00:00,21600.0
162,,1970-01-01 16:00:00,25200.0
162,Activity F,1970-01-01 17:00:00,28800.0
163,Activity A,1970-01-01 09:00:00,0.0
163,,1970-01-01 10:00:00,3600.0
163,,1970-01-01 11:00:00,7200.0
163,,1970-01-01 12:00:00,10800.0
163,Activity E,1970-01-01 13:00:00,14400.0
163,Activity K,1970-01-01 14:00:00,18000.0
163,Activity M,1970-01-01 14:00:00,18000.0
163,,1970-01-01 14:00:00,18000.0
163,Activity L,,
163,Activity N,,
163,Activity I,,
163,,1970-01-01 15:00:00,21600.0
163,Activity H,1970-01-01 16:00:00,25200.0
163,Activity F,1970-01-01 17:00:00,28800.0
164,Activity A,1970-01-01 09:00:00,0.0
164,,,
164,Activity C,,
164,,1970-01-01 12:00:00,10800.0
164,Activity E,1970-01-01 13:00:00,14400.0
164,Activity K,1970-01-01 14:00:00,18000.0
164,Activity M,1970-01-01 14:00:00,18000.0
164,Activity G,1970-01-01 14:00:00,18000.0
164,Activity L,1970-01-01 15:00:00,21600.0
164,Activity N,1970-01-01 15:00:00,21600.0
164,Activity I,,
164,Activity J,1970-01-01 15:00:00,21600.0
164,,1970-01-01 16:00:00,25200.0
164,Activity F,,
165,Activity A,1970-01-01 09:00:00,0.0
165,Activity B,,
165,,,
165,Activity D,1970-01-01 12:00:00,10800.0
165,Activity E,,
165,,,
165,,1970-01-01 14:00:00,18000.0
165,Activity G,1970-01-01 14:00:00,18000.0
165,Activity N,1970-01-01 15:00:00,21600.0
165,Activity L,1970-01-01 15:00:00,21600.0
165,Activity I,,
165,Activity J,1970-01-01 15:00:00,21600.0
165,Activity H,1970-01-01 16:00:00,25200.0
165,,1970-01-01 17:00:00,28800.0
166,,1970-01-01 09:00:00,0.0
166,Activity B,1970-01-01 10:00:00,3600.0
166,,1970-01-01 11:00:00,7200.0
166,Activity D,1970-01-01 12:00:00,10800.0
166,Activity E,1970-01-01 13:00:00,14400.0
166,,1970-01-01 14:00:00,18000.0
166,,1970-01-01 14:00:00,18000.0
166,,1970-01-01 14:00:00,18000.0
166,Activity L,1970-01-01 15:00:00,21600.0
166,Activity N,1970-01-01 15:00:00,21600.0
166,,1970-01-01 15:00:00,21600.0
166,Activity I,1970-01-01 15:00:00,21600.0
166,,1970-01-01 16:00:00,25200.0
166,Activity F,1970-01-01 17:00:00,28800.0
167,Activity A,1970-01-01 09:00:00,0.0
167,Activity B,1970-01-01 10:00:00,3600.0
167,Activity C,,
167,Activity D,1970-01-01 12:00:00,10800.0
167,,1970-01-01 13:00:00,14400.0
167,,1970-01-01 14:00:00,18000.0
167,,1970-01-01 14:00:00,18000.0
167,,,
167,,,
167,Activity N,,
167,Activity I,1970-01-01 15:00:00,21600.0
167,Activity J,1970-01-01 15:00:00,21600.0
167,Activity H,1970-01-01 16:00:00,25200.0
167,,1970-01-01 17:00:00,28800.0
168,Activity A,1970-01-01 09:00:00,0.0
168,Activity B,1970-01-01 10:00:00,3600.0
168,Activity C,1970-01-01 11:00:00,7200.0
168,,1970-01-01 12:00:00,10800.0
168,,1970-01-01 13:00:00,14400.0
168,Activity G,1970-01-01 14:00:00,18000.0
168,Activity M,1970-01-01 14:00:00,18000.0
168,Activity K,1970-01-01 14:00:00,18000.0
168,Activity J,1970-01-01 15:00:00,21600.0
168,Activity I,1970-01-01 15:00:00,21600.0
168,,1970-01-01 15:00:00,21600.0
168,Activity L,1970-01-01 15:00:00,21600.0
168,Activity H,1970-01-01 16:00:00,25200.0
168,Activity F,1970-01-01 17:00:00,28800.0
169,Activity A,,
169,,1970-01-01 10:00:00,3600.0
169,Activity C,,
169,,,
169,,1970-01-01 13:00:00,14400.0
169,Activity K,1970-01-01 14:00:00,18000.0
169,,1970-01-01 14:00:00,18000.0
169,Activity G,1970-01-01 14:00:00,18000.0
169,Activity L,1970-01-01 15:00:00,21600.0
169,Activity N,1970-01-01 15:00:00,21600.0
169,Activity J,,
169,Activity I,,
169,,,
169,Activity F,1970-01-01 17:00:00,28800.0
170,Activity A,,
170,Activity B,1970-01-01 10:00:00,3600.0
170,Activity C,1970-01-01 11:00:00,7200.0
170,,1970-01-01 12:00:00,10800.0
170,Activity E,,
170,Activity M,1970-01-01 14:00:00,18000.0
170,,1970-01-01 14:00:00,18000.0
170,Activity K,,
170,Activity N,,
170,Activity I,1970-01-01 15:00:00,21600.0
170,Activity J,1970-01-01 15:00:00,21600.0
170,,1970-01-01 15:00:00,21600.0
170,Activity H,1970-01-01 16:00:00,25200.0
170,Activity F,1970-01-01 17:00:00,28800.0
171,,1970-01-01 09:00:00,0.0
171,Activity B,1970-01-01 10:00:00,3600.0
171,Activity C,,
171,Activity D,,
171,Activity E,1970-01-01 13:00:00,14400.0
171,Activity K,1970-01-01 14:00:00,18000.0
171,Activity M,,
171,Activity G,,
171,,1970-01-01 15:00:00,21600.0
171,,1970-01-01 15:00:00,21600.0
171,Activity I,1970-01-01 15:00:00,21600.0
171,Activity J,1970-01-01 15:00:00,21600.0
171,Activity H,,
171,Activity F,1970-01-01 17:00:00,28800.0
172,,1970-01-01 09:00:00,0.0
172,,1970-01-01 10:00:00,3600.0
172,Activity C,1970-01-01 11:00:00,7200.0
172,,1970-01-01 12:00:00,10800.0
172,Activity E,1970-01-01 13:00:00,14400.0
172,,1970-01-01 14:00:00,18000.0
172,Activity K,1970-01-01 14:00:00,18000.0
172,Activity M,1970-01-01 14:00:00,18000.0
172,Activity J,,
172,,,
172,Activity L,1970-01-01 15:00:00,21600.0
172,,,
172,Activity H,1970-01-01 16:00:00,25200.0
172,,,
173,Activity A,1970-01-01 09:00:00,0.0
173,Activity B,,
173,Activity C,1970-01-01 11:00:00,7200.0
173,,,
173,,,
173,,1970-01-01 14:00:00,18000.0
173,Activity G,1970-01-01 14:00:00,18000.0
173,,1970-01-01 14:00:00,18000.0
173,Activity L,1970-01-01 15:00:00,21600.0
173,Activity I,1970-01-01 15:00:00,21600.0
173,,,
173,Activity N,,
173,,,
173,,1970-01-01 17:00:00,28800.0
174,Activity A,,
174,,1970-01-01 10:00:00,3600.0
174,Activity C,1970-01-01 11:00:00,7200.0
174,Activity D,,
174,Activity E,1970-01-01 13:00:00,14400.0
174,Activity G,1970-01-01 14:00:00,18000.0
174,Activity M,1970-01-01 14:00:00,18000.0
174,Activity K,,
174,Activity I,1970-01-01 15:00:00,21600.0
174,Activity J,1970-01-01 15:00:00,21600.0
174,Activity N,,
174,,1970-01-01 15:00:00,21600.0
174,Activity H,,
174,Activity F,,
175,Activity A,1970-01-01 09:00:00,0.0
175,Activity B,1970-01-01 10:00:00,3600.0
175,Activity C,1970-01-01 11:00:00,7200.0
175,Activity D,1970-01-01 12:00:00,10800.0
175,,1970-01-01 13:00:00,14400.0
175,Activity M,1970-01-01 14:00:00,18000.0
175,,1970-01-01 14:00:00,18000.0
175,Activity G,1970-01-01 14:00:00,18000.0
175,Activity N,1970-01-01 15:00:00,21600.0
175,,1970-01-01 15:00:00,21600.0
175,Activity J,1970-01-01 15:00:00,21600.0
175,Activity I,1970-01-01 15:00:00,21600.0
175,,1970-01-01 16:00:00,25200.0
175,Activity F,,
176,Activity A,1970-01-01 09:00:00,0.0
176,Activity B,1970-01-01 10:00:00,3600.0
176,Activity C,1970-01-01 11:00:00,7200.0
176,Activity D,,
176,Activity E,,
176,Activity K,1970-01-01 14:00:00,18000.0
176,Activity M,1970-01-01 14:00:00,18000.0
176,Activity G,1970-01-01 14:00:00,18000.0
176,Activity L,1970-01-01 15:00:00,21600.0
176,Activity N,1970-01-01 15:00:00,21600.0
176,Activity I,1970-01-01 15:00:00,21600.0
176,,1970-01-01 15:00:00,21600.0
176,Activity H,1970-01-01 16:00:00,25200.0
176,Activity F,1970-01-01 17:00:00,28800.0
177,Activity A,1970-01-01 09:00:00,0.0
177,,1970-01-01 10:00:00,3600.0
177,Activity C,1970-01-01 11:00:00,7200.0
177,Activity D,,
177,,1970-01-01 13:00:00,14400.0
177,,1970-01-01 14:00:00,18000.0
177,Activity K,1970-01-01 14:00:00,18000.0
177,Activity M,1970-01-01 14:00:00,18000.0
177,,,
177,Activity I,1970-01-01 15:00:00,21600.0
177,Activity L,,
177,,1970-01-01 15:00:00,21600.0
177,Activity H,1970-01-01 16:00:00,25200.0
177,Activity F,1970-01-01 17:00:00,28800.0
178,,1970-01-01 09:00:00,0.0
178,,,
178,Activity C,1970-01-01 11:00:00,7200.0
178,,1970-01-01 12:00:00,10800.0
178,,1970-01-01 13:00:00,14400.0
178,Activity G,1970-01-01 14:00:00,18000.0
178,Activity K,1970-01-01 14:00:00,18000.0
178,Activity M,1970-01-01 14:00:00,18000.0
178,Activity J,1970-01-01 15:00:00,21600.0
178,Activity I,1970-01-01 15:00:00,21600.0
178,,1970-01-01 15:00:00,21600.0
178,,1970-01-01 15:00:00,21600.0
178,Activity H,1970-01-01 16:00:00,25200.0
178,,1970-01-01 17:00:00,28800.0
179,,1970-01-01 09:00:00,0.0
179,Activity B,1970-01-01 10:00:00,3600.0
179,,1970-01-01 11:00:00,7200.0
179,,1970-01-01 12:00:00,10800.0
179,Activity E,1970-01-01 13:00:00,14400.0
179,,1970-01-01 14:00:00,18000.0
179,Activity K,,
179,Activity M,,
179,,1970-01-01 15:00:00,21600.0
179,Activity J,,
179,Activity L,,
179,Activity N,1970-01-01 15:00:00,21600.0
179,Activity H,,
179,Activity F,1970-01-01 17:00:00,28800.0
180,Activity A,1970-01-01 09:00:00,0.0
180,Activity B,1970-01-01 10:00:00,3600.0
180,Activity C,,
180,Activity D,1970-01-01 12:00:00,10800.0
180,,1970-01-01 13:00:00,14400.0
180,Activity G,1970-01-01 14:00:00,18000.0
180,,1970-01-01 14:00:00,18000.0
180,,1970-01-01 14:00:00,18000.0
180,,1970-01-01 15:00:00,21600.0
180,Activity J,1970-01-01 15:00:00,21600.0
180,Activity L,1970-01-01 15:00:00,21600.0
180,Activity N,1970-01-01 15:00:00,21600.0
180,Activity H,,
180,Activity F,1970-01-01 17:00:00,28800.0
181,,1970-01-01 09:00:00,0.0
181,Activity B,1970-01-01 10:00:00,3600.0
181,Activity C,,
181,Activity D,,
181,Activity E,1970-01-01 13:00:00,14400.0
181,,,
181,Activity M,,
181,Activity G,,
181,Activity L,1970-01-01 15:00:00,21600.0
181,Activity N,,
181,,,
181,Activity J,1970-01-01 15:00:00,21600.0
181,Activity H,,
181,,1970-01-01 17:00:00,28800.0
182,Activity A,,
182,Activity B,1970-01-01 10:00:00,3600.0
182,Activity C,1970-01-01 11:00:00,7200.0
182,,,
182,,1970-01-01 13:00:00,14400.0
182,Activity G,1970-01-01 14:00:00,18000.0
182,,1970-01-01 14:00:00,18000.0
182,Activity K,1970-01-01 14:00:00,18000.0
182,,1970-01-01 15:00:00,21600.0
182,Activity I,1970-01-01 15:00:00,21600.0
182,Activity N,1970-01-01 15:00:00,21600.0
182,Activity L,1970-01-01 15:00:00,21600.0
182,,,
182,,,
183,,,
183,Activity B,1970-01-01 10:00:00,3600.0
183,Activity C,1970-01-01 11:00:00,7200.0
183,,1970-01-01 12:00:00,10800.0
183,,1970-01-01 13:00:00,14400.0
183,,,
183,,1970-01-01 14:00:00,18000.0
183,,1970-01-01 14:00:00,18000.0
183,Activity N,1970-01-01 15:00:00,21600.0
183,Activity L,1970-01-01 15:00:00,21600.0
183,,,
183,,1970-01-01 15:00:00,21600.0
183,Activity H,,
183,Activity F,1970-01-01 17:00:00,28800.0
184,Activity A,,
184,Activity B,1970-01-01 10:00:00,3600.0
184,Activity C,1970-01-01 11:00:00,7200.0
184,Activity D,1970-01-01 12:00:00,10800.0
184,Activity E,,
184,Activity K,1970-01-01 14:00:00,18000.0
184,Activity G,1970-01-01 14:00:00,18000.0
184,Activity M,1970-01-01 14:00:00,18000.0
184,Activity L,1970-01-01 15:00:00,21600.0
184,,,
184,Activity I,,
184,Activity N,1970-01-01 15:00:00,21600.0
184,Activity H,,
184,,1970-01-01 17:00:00,28800.0
185,,1970-01-01 09:00:00,0.0
185,Activity B,1970-01-01 10:00:00,3600.0
185,,1970-01-01 11:00:00,7200.0
185,,1970-01-01 12:00:00,10800.0
185,Activity E,,
185,Activity K,1970-01-01 14:00:00,18000.0
185,Activity G,1970-01-01 14:00:00,18000.0
185,Activity M,1970-01-01 14:00:00,18000.0
185,Activity L,,
185,,1970-01-01 15:00:00,21600.0
185,,1970-01-01 15:00:00,21600.0
185,Activity N,,
185,Activity H,1970-01-01 16:00:00,25200.0
185,,,
186,,1970-01-01 09:00:00,0.0
186,Activity B,,
186,Activity C,,
186,Activity D,1970-01-01 12:00:00,10800.0
186,Activity E,,
186,Activity K,1970-01-01 14:00:00,18000.0
186,,1970-01-01 14:00:00,18000.0
186,,,
186,Activity L,1970-01-01 15:00:00,21600.0
186,Activity J,1970-01-01 15:00:00,21600.0
186,Activity I,1970-01-01 15:00:00,21600.0
186,Activity N,1970-01-01 15:00:00,21600.0
186,Activity H,,
186,Activity F,1970-01-01 17:00:00,28800.0
187,,1970-01-01 09:00:00,0.0
187,,1970-01-01 10:00:00,3600.0
187,,1970-01-01 11:00:00,7200.0
187,,1970-01-01 12:00:00,10800.0
187,,1970-01-01 13:00:00,14400.0
187,Activity G,1970-01-01 14:00:00,18000.0
187,Activity M,1970-01-01 14:00:00,18000.0
187,Activity K,,
187,Activity J,1970-01-01 15:00:00,21600.0
187,Activity I,1970-01-01 15:00:00,21600.0
187,Activity N,,
187,Activity L,1970-01-01 15:00:00,21600.0
187,Activity H,1970-01-01 16:00:00,25200.0
187,Activity F,1970-01-01 17:00:00,28800.0
188,,1970-01-01 09:00:00,0.0
188,Activity B,1970-01-01 10:00:00,3600.0
188,,,
188,,,
188,Activity E,1970-01-01 13:00:00,14400.0
188,,1970-01-01 14:00:00,18000.0
188,,,
188,,1970-01-01 14:00:00,18000.0
188,,1970-01-01 15:00:00,21600.0
188,Activity N,1970-01-01 15:00:00,21600.0
188,,1970-01-01 15:00:00,21600.0
188,Activity I,1970-01-01 15:00:00,21600.0
188,Activity H,,
188,Activity F,,
189,,1970-01-01 09:00:00,0.0
189,Activity B,1970-01-01 10:00:00,3600.0
189,,1970-01-01 11:00:00,7200.0
189,Activity D,1970-01-01 12:00:00,10800.0
189,Activity E,,
189,Activity K,1970-01-01 14:00:00,18000.0
189,Activity G,,
189,Activity M,1970-01-01 14:00:00,18000.0
189,Activity L,1970-01-01 15:00:00,21600.0
189,,1970-01-01 15:00:00,21600.0
189,,1970-01-01 15:00:00,21600.0
189,Activity N,1970-01-01 15:00:00,21600.0
189,Activity H,1970-01-01 16:00:00,25200.0
189,Activity F,1970-01-01 17:00:00,28800.0
190,Activity A,1970-01-01 09:00:00,0.0
190,Activity B,1970-01-01 10:00:00,3600.0
190,,1970-01-01 11:00:00,7200.0
190,,1970-01-01 12:00:00,10800.0
190,,1970-01-01 13:00:00,14400.0
190,Activity M,,
190,,,
190,Activity G,1970-01-01 14:00:00,18000.0
190,Activity N,1970-01-01 15:00:00,21600.0
190,Activity L,1970-01-01 15:00:00,21600.0
190,,,
190,Activity I,1970-01-01 15:00:00,21600.0
190,Activity H,1970-01-01 16:00:00,25200.0
190,Activity F,1970-01-01 17:00:00,28800.0
191,Activity A,1970-01-01 09:00:00,0.0
191,Activity B,,
191,,1970-01-01 11:00:00,7200.0
191,,1970-01-01 12:00:00,10800.0
191,,1970-01-01 13:00:00,14400.0
191,Activity K,,
191,Activity M,1970-01-01 14:00:00,18000.0
191,Activity G,1970-01-01 14:00:00,18000.0
191,,1970-01-01 15:00:00,21600.0
191,Activity N,1970-01-01 15:00:00,21600.0
191,Activity J,1970-01-01 15:00:00,21600.0
191,Activity I,1970-01-01 15:00:00,21600.0
191,,1970-01-01 16:00:00,25200.0
191,Activity F,1970-01-01 17:00:00,28800.0
192,,1970-01-01 09:00:00,0.0
192,Activity B,1970-01-01 10:00:00,3600.0
192,Activity C,1970-01-01 11:00:00,7200.0
192,,,
192,,1970-01-01 13:00:00,14400.0
192,,1970-01-01 14:00:00,18000.0
192,Activity K,1970-01-01 14:00:00,18000.0
192,Activity G,1970-01-01 14:00:00,18000.0
192,,,
192,Activity L,1970-01-01 15:00:00,21600.0
192,Activity J,1970-01-01 15:00:00,21600.0
192,Activity I,,
192,,,
192,Activity F,1970-01-01 17:00:00,28800.0
193,Activity A,1970-01-01 09:00:00,0.0
193,Activity B,1970-01-01 10:00:00,3600.0
193,,,
193,Activity D,1970-01-01 12:00:00,10800.0
193,Activity E,,
193,Activity G,1970-01-01 14:00:00,18000.0
193,,1970-01-01 14:00:00,18000.0
193,Activity M,,
193,Activity J,1970-01-01 15:00:00,21600.0
193,,,
193,,1970-01-01 15:00:00,21600.0
193,,,
193,Activity H,1970-01-01 16:00:00,25200.0
193,Activity F,,
194,,1970-01-01 09:00:00,0.0
194,Activity B,1970-01-01 10:00:00,3600.0
194,Activity C,1970-01-01 11:00:00,7200.0
194,Activity D,1970-01-01 12:00:00,10800.0
194,Activity E,1970-01-01 13:00:00,14400.0
194,Activity K,,
194,Activity G,1970-01-01 14:00:00,18000.0
194,Activity M,,
194,Activity L,,
194,Activity J,1970-01-01 15:00:00,21600.0
194,Activity I,1970-01-01 15:00:00,21600.0
194,Activity N,1970-01-01 15:00:00,21600.0
194,,1970-01-01 16:00:00,25200.0
194,Activity F,1970-01-01 17:00:00,28800.0
195,Activity A,1970-01-01 09:00:00,0.0
195,,1970-01-01 10:00:00,3600.0
195,,1970-01-01 11:00:00,7200.0
195,Activity D,,
195,Activity E,1970-01-01 13:00:00,14400.0
195,Activity K,,
195,Activity M,,
195,Activity G,1970-01-01 14:00:00,18000.0
195,,1970-01-01 15:00:00,21600.0
195,Activity N,,
195,Activity J,1970-01-01 15:00:00,21600.0
195,,,
195,Activity H,1970-01-01 16:00:00,25200.0
195,Activity F,1970-01-01 17:00:00,28800.0
196,,1970-01-01 09:00:00,0.0
196,,,
196,Activity C,1970-01-01 11:00:00,7200.0
196,,,
196,Activity E,1970-01-01 13:00:00,14400.0
196,Activity G,1970-01-01 14:00:00,18000.0
196,Activity M,1970-01-01 14:00:00,18000.0
196,Activity K,1970-01-01 14:00:00,18000.0
196,Activity J,1970-01-01 15:00:00,21600.0
196,,,
196,Activity N,,
196,Activity L,1970-01-01 15:00:00,21600.0
196,,,
196,Activity F,1970-01-01 17:00:00,28800.0
197,Activity A,,
197,Activity B,,
197,Activity C,1970-01-01 11:00:00,7200.0
197,Activity D,,
197,Activity E,1970-01-01 13:00:00,14400.0
197,Activity M,,
197,,,
197,,1970-01-01 14:00:00,18000.0
197,,1970-01-01 15:00:00,21600.0
197,,1970-01-01 15:00:00,21600.0
197,Activity I,1970-01-01 15:00:00,21600.0
197,Activity J,1970-01-01 15:00:00,21600.0
197,Activity H,1970-01-01 16:00:00,25200.0
197,,1970-01-01 17:00:00,28800.0
198,Activity A,1970-01-01 09:00:00,0.0
198,Activity B,1970-01-01 10:00:00,3600.0
198,,1970-01-01 11:00:00,7200.0
198,Activity D,1970-01-01 12:00:00,10800.0
198,Activity E,1970-01-01 13:00:00,14400.0
198,Activity M,1970-01-01 14:00:00,18000.0
198,Activity G,1970-01-01 14:00:00,18000.0
198,,1970-01-01 14:00:00,18000.0
198,,,
198,Activity J,,
198,Activity I,1970-01-01 15:00:00,21600.0
198,,1970-01-01 15:00:00,21600.0
198,,,
198,Activity F,1970-01-01 17:00:00,28800.0
199,Activity A,,
199,,1970-01-01 10:00:00,3600.0
199,Activity C,,
199,,1970-01-01 12:00:00,10800.0
199,,,
199,Activity G,1970-01-01 14:00:00,18000.0
199,Activity M,1970-01-01 14:00:00,18000.0
199,,1970-01-01 14:00:00,18000.0
199,,1970-01-01 15:00:00,21600.0
199,,,
199,,,
199,Activity L,1970-01-01 15:00:00,21600.0
199,Activity H,1970-01-01 16:00:00,25200.0
199,,,
200,Activity A,,
200,Activity B,1970-01-01 10:00:00,3600.0
200,Activity C,,
200,Activity D,,
200,Activity E,1970-01-01 13:00:00,14400.0
200,,1970-01-01 14:00:00,18000.0
200,Activity M,1970-01-01 14:00:00,18000.0
200,Activity K,1970-01-01 14:00:00,18000.0
200,Activity I,1970-01-01 15:00:00,21600.0
200,Activity J,,
200,Activity N,1970-01-01 15:00:00,21600.0
200,Activity L,1970-01-01 15:00:00,21600.0
200,Activity H,,
200,Activity F,1970-01-01 17:00:00,28800.0
201,Activity A,,
201,Activity B,1970-01-01 10:00:00,3600.0
201,,1970-01-01 11:00:00,7200.0
201,Activity D,,
201,,,
201,Activity G,1970-01-01 14:00:00,18000.0
201,,1970-01-01 14:00:00,18000.0
201,Activity M,1970-01-01 14:00:00,18000.0
201,Activity J,1970-01-01 15:00:00,21600.0
201,,1970-01-01 15:00:00,21600.0
201,Activity L,1970-01-01 15:00:00,21600.0
201,Activity N,,
201,Activity H,,
201,Activity F,,
202,Activity A,1970-01-01 09:00:00,0.0
