CaseID,Activity,CompleteTimestamp,CumTimeInterval,NormalizedTime
505,Activity F,1970-01-01 17:00:00,28800.0,0.9999960317617788
506,,1970-01-01 09:00:00,0.0,0.0
506,Activity B,,,
506,,,,
506,Activity D,1970-01-01 12:00:00,10800.0,0.49999768519590193
506,Activity E,1970-01-01 13:00:00,14400.0,0.6666635802612025
506,,1970-01-01 14:00:00,18000.0,0.8333294753265031
506,Activity K,1970-01-01 14:00:00,18000.0,0.8333294753265031
506,,1970-01-01 14:00:00,18000.0,0.8333294753265031
506,Activity J,1970-01-01 15:00:00,21600.0,0.9999953703918039
506,Activity I,1970-01-01 15:00:00,21600.0,0.9999953703918039
506,Activity L,1970-01-01 15:00:00,21600.0,0.9999953703918039
506,,1970-01-01 15:00:00,21600.0,0.9999953703918039
506,Activity H,,,
506,,,,
507,Activity A,,,
507,Activity B,1970-01-01 10:00:00,3600.0,0.0
507,Activity C,1970-01-01 11:00:00,7200.0,0.1428565759659684
507,,1970-01-01 12:00:00,10800.0,0.2857131519319368
507,,1970-01-01 13:00:00,14400.0,0.4285697278979052
507,,,,
507,,1970-01-01 14:00:00,18000.0,0.5714263038638736
507,Activity M,1970-01-01 14:00:00,18000.0,0.5714263038638736
507,Activity I,,,
507,Activity J,1970-01-01 15:00:00,21600.0,0.714282879829842
507,,1970-01-01 15:00:00,21600.0,0.714282879829842
507,Activity N,1970-01-01 15:00:00,21600.0,0.714282879829842
507,,,,
507,,1970-01-01 17:00:00,28800.0,0.9999960317617788
508,Activity A,,,
508,Activity B,1970-01-01 10:00:00,3600.0,0.0
508,Activity C,1970-01-01 11:00:00,7200.0,0.1428565759659684
508,,,,
508,Activity E,,,
508,,,,
508,Activity G,1970-01-01 14:00:00,18000.0,0.5714263038638736
508,,1970-01-01 14:00:00,18000.0,0.5714263038638736
508,,,,
508,,1970-01-01 15:00:00,21600.0,0.714282879829842
508,Activity J,1970-01-01 15:00:00,21600.0,0.714282879829842
508,Activity N,1970-01-01 15:00:00,21600.0,0.714282879829842
508,Activity H,,,
508,Activity F,1970-01-01 17:00:00,28800.0,0.9999960317617788
509,Activity A,1970-01-01 09:00:00,0.0,0.0
509,Activity B,1970-01-01 10:00:00,3600.0,0.12499956597372927
509,Activity C,,,
509,Activity D,1970-01-01 12:00:00,10800.0,0.3749986979211878
509,Activity E,,,
509,Activity G,,,
509,Activity M,1970-01-01 14:00:00,18000.0,0.6249978298686463
509,Activity K,,,
509,Activity I,1970-01-01 15:00:00,21600.0,0.7499973958423756
509,Activity J,1970-01-01 15:00:00,21600.0,0.7499973958423756
509,Activity N,1970-01-01 15:00:00,21600.0,0.7499973958423756
509,Activity L,1970-01-01 15:00:00,21600.0,0.7499973958423756
509,Activity H,,,
509,,1970-01-01 17:00:00,28800.0,0.9999965277898342
510,Activity A,1970-01-01 09:00:00,0.0,0.0
510,,1970-01-01 10:00:00,3600.0,0.12499956597372927
510,Activity C,1970-01-01 11:00:00,7200.0,0.24999913194745854
510,,,,
510,,1970-01-01 13:00:00,14400.0,0.4999982638949171
510,Activity M,,,
510,Activity K,1970-01-01 14:00:00,18000.0,0.6249978298686463
510,Activity G,,,
510,Activity N,1970-01-01 15:00:00,21600.0,0.7499973958423756
510,,1970-01-01 15:00:00,21600.0,0.7499973958423756
510,Activity I,1970-01-01 15:00:00,21600.0,0.7499973958423756
510,Activity J,1970-01-01 15:00:00,21600.0,0.7499973958423756
510,Activity H,1970-01-01 16:00:00,25200.0,0.8749969618161049
510,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
511,Activity A,1970-01-01 09:00:00,0.0,0.0
511,Activity B,,,
511,Activity C,1970-01-01 11:00:00,7200.0,0.33333179013060127
511,,1970-01-01 12:00:00,10800.0,0.49999768519590193
511,Activity E,1970-01-01 13:00:00,14400.0,0.6666635802612025
511,Activity K,1970-01-01 14:00:00,18000.0,0.8333294753265031
511,,,,
511,,1970-01-01 14:00:00,18000.0,0.8333294753265031
511,,,,
511,,1970-01-01 15:00:00,21600.0,0.9999953703918039
511,Activity J,1970-01-01 15:00:00,21600.0,0.9999953703918039
511,Activity I,1970-01-01 15:00:00,21600.0,0.9999953703918039
511,Activity H,,,
511,Activity F,,,
512,Activity A,1970-01-01 09:00:00,0.0,0.0
512,Activity B,1970-01-01 10:00:00,3600.0,0.12499956597372927
512,,,,
512,Activity D,1970-01-01 12:00:00,10800.0,0.3749986979211878
512,Activity E,,,
512,Activity M,,,
512,Activity K,1970-01-01 14:00:00,18000.0,0.6249978298686463
512,,1970-01-01 14:00:00,18000.0,0.6249978298686463
512,Activity N,1970-01-01 15:00:00,21600.0,0.7499973958423756
512,Activity L,1970-01-01 15:00:00,21600.0,0.7499973958423756
512,Activity I,1970-01-01 15:00:00,21600.0,0.7499973958423756
512,,1970-01-01 15:00:00,21600.0,0.7499973958423756
512,Activity H,1970-01-01 16:00:00,25200.0,0.8749969618161049
512,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
513,,1970-01-01 09:00:00,0.0,0.0
513,Activity B,1970-01-01 10:00:00,3600.0,0.12499956597372927
513,,1970-01-01 11:00:00,7200.0,0.24999913194745854
513,Activity D,1970-01-01 12:00:00,10800.0,0.3749986979211878
513,,1970-01-01 13:00:00,14400.0,0.4999982638949171
513,Activity G,1970-01-01 14:00:00,18000.0,0.6249978298686463
513,Activity M,,,
513,,1970-01-01 14:00:00,18000.0,0.6249978298686463
513,Activity I,1970-01-01 15:00:00,21600.0,0.7499973958423756
513,Activity J,1970-01-01 15:00:00,21600.0,0.7499973958423756
513,Activity N,1970-01-01 15:00:00,21600.0,0.7499973958423756
513,,,,
513,Activity H,1970-01-01 16:00:00,25200.0,0.8749969618161049
513,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
514,,,,
514,,1970-01-01 10:00:00,3600.0,0.0
514,,1970-01-01 11:00:00,7200.0,0.1428565759659684
514,Activity D,1970-01-01 12:00:00,10800.0,0.2857131519319368
514,Activity E,,,
514,Activity G,,,
514,Activity K,1970-01-01 14:00:00,18000.0,0.5714263038638736
514,,,,
514,Activity J,,,
514,,,,
514,Activity L,,,
514,Activity N,,,
514,Activity H,1970-01-01 16:00:00,25200.0,0.8571394557958104
514,Activity F,1970-01-01 17:00:00,28800.0,0.9999960317617788
515,Activity A,,,
515,Activity B,1970-01-01 10:00:00,3600.0,0.0
515,,1970-01-01 11:00:00,7200.0,0.1999988888950617
515,Activity D,1970-01-01 12:00:00,10800.0,0.3999977777901234
515,Activity E,1970-01-01 13:00:00,14400.0,0.5999966666851851
515,Activity K,1970-01-01 14:00:00,18000.0,0.7999955555802468
515,Activity M,,,
515,Activity G,1970-01-01 14:00:00,18000.0,0.7999955555802468
515,,1970-01-01 15:00:00,21600.0,0.9999944444753085
515,Activity N,,,
515,Activity J,,,
515,Activity I,1970-01-01 15:00:00,21600.0,0.9999944444753085
515,Activity H,,,
515,Activity F,,,
516,Activity A,,,
516,Activity B,1970-01-01 10:00:00,3600.0,0.0
516,,1970-01-01 11:00:00,7200.0,0.1428565759659684
516,Activity D,1970-01-01 12:00:00,10800.0,0.2857131519319368
516,Activity E,,,
516,Activity G,1970-01-01 14:00:00,18000.0,0.5714263038638736
516,,,,
516,,1970-01-01 14:00:00,18000.0,0.5714263038638736
516,Activity J,1970-01-01 15:00:00,21600.0,0.714282879829842
516,Activity I,,,
516,Activity N,1970-01-01 15:00:00,21600.0,0.714282879829842
516,Activity L,1970-01-01 15:00:00,21600.0,0.714282879829842
516,Activity H,1970-01-01 16:00:00,25200.0,0.8571394557958104
516,,1970-01-01 17:00:00,28800.0,0.9999960317617788
517,Activity A,1970-01-01 09:00:00,0.0,0.0
517,Activity B,1970-01-01 10:00:00,3600.0,0.12499956597372927
517,,1970-01-01 11:00:00,7200.0,0.24999913194745854
517,,1970-01-01 12:00:00,10800.0,0.3749986979211878
517,Activity E,1970-01-01 13:00:00,14400.0,0.4999982638949171
517,Activity M,1970-01-01 14:00:00,18000.0,0.6249978298686463
517,,,,
517,,1970-01-01 14:00:00,18000.0,0.6249978298686463
517,Activity N,1970-01-01 15:00:00,21600.0,0.7499973958423756
517,,1970-01-01 15:00:00,21600.0,0.7499973958423756
517,,,,
517,,,,
517,,1970-01-01 16:00:00,25200.0,0.8749969618161049
517,,1970-01-01 17:00:00,28800.0,0.9999965277898342
518,Activity A,,,
518,Activity B,1970-01-01 10:00:00,3600.0,0.0
518,,,,
518,Activity D,1970-01-01 12:00:00,10800.0,0.2857131519319368
518,Activity E,,,
518,,1970-01-01 14:00:00,18000.0,0.5714263038638736
518,,1970-01-01 14:00:00,18000.0,0.5714263038638736
518,Activity M,1970-01-01 14:00:00,18000.0,0.5714263038638736
518,Activity L,1970-01-01 15:00:00,21600.0,0.714282879829842
518,,1970-01-01 15:00:00,21600.0,0.714282879829842
518,,1970-01-01 15:00:00,21600.0,0.714282879829842
518,Activity N,1970-01-01 15:00:00,21600.0,0.714282879829842
518,Activity H,,,
518,,1970-01-01 17:00:00,28800.0,0.9999960317617788
519,Activity A,,,
519,Activity B,1970-01-01 10:00:00,3600.0,0.0
519,,,,
519,Activity D,,,
519,Activity E,1970-01-01 13:00:00,14400.0,0.49999768519590193
519,,,,
519,Activity K,1970-01-01 14:00:00,18000.0,0.6666635802612025
519,Activity G,1970-01-01 14:00:00,18000.0,0.6666635802612025
519,Activity N,1970-01-01 15:00:00,21600.0,0.8333294753265031
519,,,,
519,Activity I,1970-01-01 15:00:00,21600.0,0.8333294753265031
519,Activity J,1970-01-01 15:00:00,21600.0,0.8333294753265031
519,Activity H,1970-01-01 16:00:00,25200.0,0.9999953703918039
519,Activity F,,,
520,Activity A,1970-01-01 09:00:00,0.0,0.0
520,Activity B,,,
520,,1970-01-01 11:00:00,7200.0,0.2857131519319368
520,Activity D,1970-01-01 12:00:00,10800.0,0.4285697278979052
520,,1970-01-01 13:00:00,14400.0,0.5714263038638736
520,,,,
520,Activity G,1970-01-01 14:00:00,18000.0,0.714282879829842
520,Activity K,,,
520,,,,
520,Activity I,1970-01-01 15:00:00,21600.0,0.8571394557958104
520,,1970-01-01 15:00:00,21600.0,0.8571394557958104
520,,,,
520,Activity H,1970-01-01 16:00:00,25200.0,0.9999960317617788
520,,,,
521,Activity A,1970-01-01 09:00:00,0.0,0.0
521,Activity B,1970-01-01 10:00:00,3600.0,0.12499956597372927
521,,1970-01-01 11:00:00,7200.0,0.24999913194745854
521,,1970-01-01 12:00:00,10800.0,0.3749986979211878
521,Activity E,1970-01-01 13:00:00,14400.0,0.4999982638949171
521,Activity K,1970-01-01 14:00:00,18000.0,0.6249978298686463
521,Activity G,1970-01-01 14:00:00,18000.0,0.6249978298686463
521,,,,
521,Activity L,1970-01-01 15:00:00,21600.0,0.7499973958423756
521,Activity I,1970-01-01 15:00:00,21600.0,0.7499973958423756
521,,1970-01-01 15:00:00,21600.0,0.7499973958423756
521,,1970-01-01 15:00:00,21600.0,0.7499973958423756
521,,1970-01-01 16:00:00,25200.0,0.8749969618161049
521,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
522,Activity A,,,
522,Activity B,1970-01-01 10:00:00,3600.0,0.0
522,Activity C,1970-01-01 11:00:00,7200.0,0.16666589506530063
522,Activity D,,,
522,Activity E,1970-01-01 13:00:00,14400.0,0.49999768519590193
522,,1970-01-01 14:00:00,18000.0,0.6666635802612025
522,,,,
522,Activity K,1970-01-01 14:00:00,18000.0,0.6666635802612025
522,Activity J,,,
522,Activity I,1970-01-01 15:00:00,21600.0,0.8333294753265031
522,Activity N,,,
522,,1970-01-01 15:00:00,21600.0,0.8333294753265031
522,Activity H,1970-01-01 16:00:00,25200.0,0.9999953703918039
522,Activity F,,,
523,Activity A,1970-01-01 09:00:00,0.0,0.0
523,Activity B,1970-01-01 10:00:00,3600.0,0.1428565759659684
523,Activity C,1970-01-01 11:00:00,7200.0,0.2857131519319368
523,,,,
523,,1970-01-01 13:00:00,14400.0,0.5714263038638736
523,Activity M,1970-01-01 14:00:00,18000.0,0.714282879829842
523,Activity K,1970-01-01 14:00:00,18000.0,0.714282879829842
523,,,,
523,Activity N,1970-01-01 15:00:00,21600.0,0.8571394557958104
523,,,,
523,Activity I,1970-01-01 15:00:00,21600.0,0.8571394557958104
523,,1970-01-01 15:00:00,21600.0,0.8571394557958104
523,Activity H,1970-01-01 16:00:00,25200.0,0.9999960317617788
523,,,,
524,Activity A,,,
524,Activity B,1970-01-01 10:00:00,3600.0,0.0
524,Activity C,,,
524,Activity D,1970-01-01 12:00:00,10800.0,0.33333179013060127
524,,1970-01-01 13:00:00,14400.0,0.49999768519590193
524,,1970-01-01 14:00:00,18000.0,0.6666635802612025
524,Activity G,1970-01-01 14:00:00,18000.0,0.6666635802612025
524,Activity M,1970-01-01 14:00:00,18000.0,0.6666635802612025
524,Activity L,1970-01-01 15:00:00,21600.0,0.8333294753265031
524,Activity J,1970-01-01 15:00:00,21600.0,0.8333294753265031
524,,1970-01-01 15:00:00,21600.0,0.8333294753265031
524,,1970-01-01 15:00:00,21600.0,0.8333294753265031
524,Activity H,1970-01-01 16:00:00,25200.0,0.9999953703918039
524,,,,
525,Activity A,1970-01-01 09:00:00,0.0,0.0
525,,1970-01-01 10:00:00,3600.0,0.16666589506530063
525,Activity C,,,
525,Activity D,,,
525,Activity E,,,
525,Activity K,1970-01-01 14:00:00,18000.0,0.8333294753265031
525,Activity M,1970-01-01 14:00:00,18000.0,0.8333294753265031
525,Activity G,1970-01-01 14:00:00,18000.0,0.8333294753265031
525,Activity L,1970-01-01 15:00:00,21600.0,0.9999953703918039
525,Activity N,1970-01-01 15:00:00,21600.0,0.9999953703918039
525,Activity I,1970-01-01 15:00:00,21600.0,0.9999953703918039
525,Activity J,1970-01-01 15:00:00,21600.0,0.9999953703918039
525,Activity H,,,
525,,,,
526,Activity A,1970-01-01 09:00:00,0.0,0.0
526,Activity B,1970-01-01 10:00:00,3600.0,0.16666589506530063
526,Activity C,1970-01-01 11:00:00,7200.0,0.33333179013060127
526,Activity D,,,
526,Activity E,1970-01-01 13:00:00,14400.0,0.6666635802612025
526,Activity K,1970-01-01 14:00:00,18000.0,0.8333294753265031
526,Activity M,1970-01-01 14:00:00,18000.0,0.8333294753265031
526,Activity G,,,
526,Activity L,,,
526,Activity N,,,
526,Activity I,,,
526,Activity J,1970-01-01 15:00:00,21600.0,0.9999953703918039
526,,,,
526,,,,
527,Activity A,,,
527,,1970-01-01 10:00:00,3600.0,0.0
527,Activity C,1970-01-01 11:00:00,7200.0,0.1428565759659684
527,Activity D,,,
527,Activity E,1970-01-01 13:00:00,14400.0,0.4285697278979052
527,Activity M,,,
527,,1970-01-01 14:00:00,18000.0,0.5714263038638736
527,Activity G,1970-01-01 14:00:00,18000.0,0.5714263038638736
527,,,,
527,Activity L,,,
527,,,,
527,Activity I,1970-01-01 15:00:00,21600.0,0.714282879829842
527,Activity H,1970-01-01 16:00:00,25200.0,0.8571394557958104
527,Activity F,1970-01-01 17:00:00,28800.0,0.9999960317617788
528,,,,
528,,1970-01-01 10:00:00,3600.0,0.0
528,Activity C,1970-01-01 11:00:00,7200.0,0.1428565759659684
528,Activity D,1970-01-01 12:00:00,10800.0,0.2857131519319368
528,Activity E,,,
528,Activity G,1970-01-01 14:00:00,18000.0,0.5714263038638736
528,Activity M,1970-01-01 14:00:00,18000.0,0.5714263038638736
528,Activity K,1970-01-01 14:00:00,18000.0,0.5714263038638736
528,,1970-01-01 15:00:00,21600.0,0.714282879829842
528,Activity I,1970-01-01 15:00:00,21600.0,0.714282879829842
528,Activity N,1970-01-01 15:00:00,21600.0,0.714282879829842
528,,1970-01-01 15:00:00,21600.0,0.714282879829842
528,Activity H,1970-01-01 16:00:00,25200.0,0.8571394557958104
528,,1970-01-01 17:00:00,28800.0,0.9999960317617788
529,Activity A,,,
529,,1970-01-01 10:00:00,3600.0,0.0
529,Activity C,,,
529,Activity D,,,
529,,1970-01-01 13:00:00,14400.0,0.4285697278979052
529,Activity M,1970-01-01 14:00:00,18000.0,0.5714263038638736
529,,1970-01-01 14:00:00,18000.0,0.5714263038638736
529,,1970-01-01 14:00:00,18000.0,0.5714263038638736
529,,,,
529,Activity L,1970-01-01 15:00:00,21600.0,0.714282879829842
529,Activity I,,,
529,Activity J,1970-01-01 15:00:00,21600.0,0.714282879829842
529,Activity H,1970-01-01 16:00:00,25200.0,0.8571394557958104
529,Activity F,1970-01-01 17:00:00,28800.0,0.9999960317617788
530,Activity A,1970-01-01 09:00:00,0.0,0.0
530,,,,
530,,1970-01-01 11:00:00,7200.0,0.24999913194745854
530,Activity D,1970-01-01 12:00:00,10800.0,0.3749986979211878
530,Activity E,1970-01-01 13:00:00,14400.0,0.4999982638949171
530,Activity K,1970-01-01 14:00:00,18000.0,0.6249978298686463
530,Activity M,1970-01-01 14:00:00,18000.0,0.6249978298686463
530,Activity G,,,
530,Activity L,1970-01-01 15:00:00,21600.0,0.7499973958423756
530,Activity N,,,
530,,1970-01-01 15:00:00,21600.0,0.7499973958423756
530,Activity I,,,
530,,1970-01-01 16:00:00,25200.0,0.8749969618161049
530,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
531,Activity A,,,
531,,1970-01-01 10:00:00,3600.0,0.0
531,,,,
531,Activity D,1970-01-01 12:00:00,10800.0,0.2857131519319368
531,Activity E,,,
531,Activity G,1970-01-01 14:00:00,18000.0,0.5714263038638736
531,Activity M,1970-01-01 14:00:00,18000.0,0.5714263038638736
531,,,,
531,Activity J,1970-01-01 15:00:00,21600.0,0.714282879829842
531,,1970-01-01 15:00:00,21600.0,0.714282879829842
531,Activity N,1970-01-01 15:00:00,21600.0,0.714282879829842
531,Activity L,1970-01-01 15:00:00,21600.0,0.714282879829842
531,Activity H,,,
531,Activity F,1970-01-01 17:00:00,28800.0,0.9999960317617788
532,Activity A,1970-01-01 09:00:00,0.0,0.0
532,Activity B,1970-01-01 10:00:00,3600.0,0.12499956597372927
532,Activity C,1970-01-01 11:00:00,7200.0,0.24999913194745854
532,Activity D,,,
532,,1970-01-01 13:00:00,14400.0,0.4999982638949171
532,,,,
532,,,,
532,Activity G,1970-01-01 14:00:00,18000.0,0.6249978298686463
532,Activity N,1970-01-01 15:00:00,21600.0,0.7499973958423756
532,,1970-01-01 15:00:00,21600.0,0.7499973958423756
532,,1970-01-01 15:00:00,21600.0,0.7499973958423756
532,Activity J,1970-01-01 15:00:00,21600.0,0.7499973958423756
532,,1970-01-01 16:00:00,25200.0,0.8749969618161049
532,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
533,,,,
533,Activity B,1970-01-01 10:00:00,3600.0,0.0
533,Activity C,1970-01-01 11:00:00,7200.0,0.1428565759659684
533,Activity D,1970-01-01 12:00:00,10800.0,0.2857131519319368
533,Activity E,1970-01-01 13:00:00,14400.0,0.4285697278979052
533,,,,
533,Activity K,1970-01-01 14:00:00,18000.0,0.5714263038638736
533,Activity G,1970-01-01 14:00:00,18000.0,0.5714263038638736
533,Activity N,1970-01-01 15:00:00,21600.0,0.714282879829842
533,,1970-01-01 15:00:00,21600.0,0.714282879829842
533,Activity I,1970-01-01 15:00:00,21600.0,0.714282879829842
533,Activity J,,,
533,Activity H,1970-01-01 16:00:00,25200.0,0.8571394557958104
533,Activity F,1970-01-01 17:00:00,28800.0,0.9999960317617788
534,Activity A,,,
534,,,,
534,,1970-01-01 11:00:00,7200.0,0.0
534,Activity D,,,
534,Activity E,1970-01-01 13:00:00,14400.0,0.33333179013060127
534,Activity K,1970-01-01 14:00:00,18000.0,0.49999768519590193
534,Activity M,1970-01-01 14:00:00,18000.0,0.49999768519590193
534,Activity G,1970-01-01 14:00:00,18000.0,0.49999768519590193
534,,1970-01-01 15:00:00,21600.0,0.6666635802612025
534,,,,
534,Activity I,1970-01-01 15:00:00,21600.0,0.6666635802612025
534,Activity J,,,
534,Activity H,,,
534,Activity F,1970-01-01 17:00:00,28800.0,0.9999953703918039
535,Activity A,1970-01-01 09:00:00,0.0,0.0
535,,1970-01-01 10:00:00,3600.0,0.12499956597372927
535,Activity C,1970-01-01 11:00:00,7200.0,0.24999913194745854
535,,1970-01-01 12:00:00,10800.0,0.3749986979211878
535,,,,
535,Activity K,,,
535,Activity M,,,
535,Activity G,1970-01-01 14:00:00,18000.0,0.6249978298686463
535,Activity L,1970-01-01 15:00:00,21600.0,0.7499973958423756
535,Activity N,1970-01-01 15:00:00,21600.0,0.7499973958423756
535,,1970-01-01 15:00:00,21600.0,0.7499973958423756
535,,,,
535,Activity H,1970-01-01 16:00:00,25200.0,0.8749969618161049
535,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
536,Activity A,1970-01-01 09:00:00,0.0,0.0
536,,1970-01-01 10:00:00,3600.0,0.1428565759659684
536,Activity C,,,
536,Activity D,,,
536,Activity E,1970-01-01 13:00:00,14400.0,0.5714263038638736
536,Activity G,1970-01-01 14:00:00,18000.0,0.714282879829842
536,Activity M,1970-01-01 14:00:00,18000.0,0.714282879829842
536,Activity K,1970-01-01 14:00:00,18000.0,0.714282879829842
536,Activity J,1970-01-01 15:00:00,21600.0,0.8571394557958104
536,Activity I,,,
536,Activity N,1970-01-01 15:00:00,21600.0,0.8571394557958104
536,Activity L,1970-01-01 15:00:00,21600.0,0.8571394557958104
536,,1970-01-01 16:00:00,25200.0,0.9999960317617788
536,Activity F,,,
537,Activity A,1970-01-01 09:00:00,0.0,0.0
537,Activity B,1970-01-01 10:00:00,3600.0,0.12499956597372927
537,,,,
537,Activity D,1970-01-01 12:00:00,10800.0,0.3749986979211878
537,Activity E,1970-01-01 13:00:00,14400.0,0.4999982638949171
537,Activity G,1970-01-01 14:00:00,18000.0,0.6249978298686463
537,Activity K,1970-01-01 14:00:00,18000.0,0.6249978298686463
537,Activity M,,,
537,Activity I,1970-01-01 15:00:00,21600.0,0.7499973958423756
537,,,,
537,Activity L,1970-01-01 15:00:00,21600.0,0.7499973958423756
537,Activity N,1970-01-01 15:00:00,21600.0,0.7499973958423756
537,Activity H,1970-01-01 16:00:00,25200.0,0.8749969618161049
537,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
538,Activity A,1970-01-01 09:00:00,0.0,0.0
538,Activity B,,,
538,Activity C,,,
538,,1970-01-01 12:00:00,10800.0,0.3749986979211878
538,Activity E,,,
538,,1970-01-01 14:00:00,18000.0,0.6249978298686463
538,,,,
538,,,,
538,,1970-01-01 15:00:00,21600.0,0.7499973958423756
538,Activity L,1970-01-01 15:00:00,21600.0,0.7499973958423756
538,Activity J,1970-01-01 15:00:00,21600.0,0.7499973958423756
538,Activity I,1970-01-01 15:00:00,21600.0,0.7499973958423756
538,,1970-01-01 16:00:00,25200.0,0.8749969618161049
538,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
539,,1970-01-01 09:00:00,0.0,0.0
539,Activity B,1970-01-01 10:00:00,3600.0,0.12499956597372927
539,Activity C,1970-01-01 11:00:00,7200.0,0.24999913194745854
539,Activity D,1970-01-01 12:00:00,10800.0,0.3749986979211878
539,Activity E,,,
539,Activity K,1970-01-01 14:00:00,18000.0,0.6249978298686463
539,Activity G,1970-01-01 14:00:00,18000.0,0.6249978298686463
539,Activity M,1970-01-01 14:00:00,18000.0,0.6249978298686463
539,,1970-01-01 15:00:00,21600.0,0.7499973958423756
539,Activity J,1970-01-01 15:00:00,21600.0,0.7499973958423756
539,,1970-01-01 15:00:00,21600.0,0.7499973958423756
539,,1970-01-01 15:00:00,21600.0,0.7499973958423756
539,Activity H,1970-01-01 16:00:00,25200.0,0.8749969618161049
539,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
540,,1970-01-01 09:00:00,0.0,0.0
540,Activity B,,,
540,,1970-01-01 11:00:00,7200.0,0.24999913194745854
540,Activity D,1970-01-01 12:00:00,10800.0,0.3749986979211878
540,Activity E,1970-01-01 13:00:00,14400.0,0.4999982638949171
540,Activity M,1970-01-01 14:00:00,18000.0,0.6249978298686463
540,Activity K,1970-01-01 14:00:00,18000.0,0.6249978298686463
540,Activity G,1970-01-01 14:00:00,18000.0,0.6249978298686463
540,Activity N,1970-01-01 15:00:00,21600.0,0.7499973958423756
540,Activity L,,,
540,Activity J,1970-01-01 15:00:00,21600.0,0.7499973958423756
540,Activity I,1970-01-01 15:00:00,21600.0,0.7499973958423756
540,,,,
540,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
541,,1970-01-01 09:00:00,0.0,0.0
541,,1970-01-01 10:00:00,3600.0,0.1428565759659684
541,Activity C,1970-01-01 11:00:00,7200.0,0.2857131519319368
541,Activity D,1970-01-01 12:00:00,10800.0,0.4285697278979052
541,Activity E,,,
541,Activity G,1970-01-01 14:00:00,18000.0,0.714282879829842
541,Activity M,1970-01-01 14:00:00,18000.0,0.714282879829842
541,Activity K,1970-01-01 14:00:00,18000.0,0.714282879829842
541,Activity J,1970-01-01 15:00:00,21600.0,0.8571394557958104
541,,1970-01-01 15:00:00,21600.0,0.8571394557958104
541,Activity N,1970-01-01 15:00:00,21600.0,0.8571394557958104
541,,,,
541,Activity H,1970-01-01 16:00:00,25200.0,0.9999960317617788
541,Activity F,,,
542,Activity A,,,
542,Activity B,1970-01-01 10:00:00,3600.0,0.0
542,Activity C,1970-01-01 11:00:00,7200.0,0.1428565759659684
542,Activity D,,,
542,,1970-01-01 13:00:00,14400.0,0.4285697278979052
542,,1970-01-01 14:00:00,18000.0,0.5714263038638736
542,,1970-01-01 14:00:00,18000.0,0.5714263038638736
542,,,,
542,Activity N,1970-01-01 15:00:00,21600.0,0.714282879829842
542,,1970-01-01 15:00:00,21600.0,0.714282879829842
542,Activity I,1970-01-01 15:00:00,21600.0,0.714282879829842
542,Activity J,1970-01-01 15:00:00,21600.0,0.714282879829842
542,Activity H,1970-01-01 16:00:00,25200.0,0.8571394557958104
542,,1970-01-01 17:00:00,28800.0,0.9999960317617788
543,,1970-01-01 09:00:00,0.0,0.0
543,Activity B,1970-01-01 10:00:00,3600.0,0.12499956597372927
543,Activity C,1970-01-01 11:00:00,7200.0,0.24999913194745854
543,,1970-01-01 12:00:00,10800.0,0.3749986979211878
543,Activity E,1970-01-01 13:00:00,14400.0,0.4999982638949171
543,Activity G,1970-01-01 14:00:00,18000.0,0.6249978298686463
543,Activity K,1970-01-01 14:00:00,18000.0,0.6249978298686463
543,Activity M,1970-01-01 14:00:00,18000.0,0.6249978298686463
543,Activity I,,,
543,Activity J,,,
543,Activity L,,,
543,Activity N,,,
543,Activity H,1970-01-01 16:00:00,25200.0,0.8749969618161049
543,,1970-01-01 17:00:00,28800.0,0.9999965277898342
544,Activity A,,,
544,,1970-01-01 10:00:00,3600.0,0.0
544,Activity C,1970-01-01 11:00:00,7200.0,0.1428565759659684
544,,1970-01-01 12:00:00,10800.0,0.2857131519319368
544,Activity E,,,
544,,1970-01-01 14:00:00,18000.0,0.5714263038638736
544,Activity M,1970-01-01 14:00:00,18000.0,0.5714263038638736
544,Activity G,,,
544,Activity L,1970-01-01 15:00:00,21600.0,0.714282879829842
544,,,,
544,Activity J,1970-01-01 15:00:00,21600.0,0.714282879829842
544,Activity I,1970-01-01 15:00:00,21600.0,0.714282879829842
544,Activity H,1970-01-01 16:00:00,25200.0,0.8571394557958104
544,,1970-01-01 17:00:00,28800.0,0.9999960317617788
545,Activity A,1970-01-01 09:00:00,0.0,0.0
545,Activity B,1970-01-01 10:00:00,3600.0,0.1428565759659684
545,Activity C,1970-01-01 11:00:00,7200.0,0.2857131519319368
545,Activity D,1970-01-01 12:00:00,10800.0,0.4285697278979052
545,Activity E,,,
545,Activity M,1970-01-01 14:00:00,18000.0,0.714282879829842
545,Activity G,,,
545,Activity K,1970-01-01 14:00:00,18000.0,0.714282879829842
