CaseID,AnomalousActivity,AnomalousCompleteTimestamp,AnomalousDuration,AnomalousCumDuration,ActivityLabel,TimeLabel
556,Activity B,1970-01-01 15:00:00.000000,0.0,21600.0,1,0
556,Activity N,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
556,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
556,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
557,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
557,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
557,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
557,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
557,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
557,Activity K,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
557,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
557,Activity G,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
557,Activity L,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
557,Activity N,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
557,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
557,Activity J,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
557,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
557,Activity G,1970-01-01 17:00:00.000000,3600.0,28800.0,1,0
558,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
558,Activity M,1970-01-01 10:00:00.000000,3600.0,3600.0,1,0
558,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
558,Activity D,1970-01-01 12:48:45.057710,6525.057710166804,13725.05771,0,1
558,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
558,Activity M,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
558,Activity J,1970-01-01 14:00:00.000000,0.0,18000.0,1,0
558,Activity G,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
558,Activity N,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
558,Activity L,1970-01-01 16:28:30.080033,5310.080032543971,26910.080033,0,1
558,Activity G,1970-01-01 15:00:00.000000,0.0,21600.0,1,0
558,Activity J,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
558,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
558,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
559,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
559,Activity E,1970-01-01 10:00:00.000000,3600.0,3600.0,1,0
559,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
559,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
559,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
559,Activity M,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
559,Activity K,1970-01-01 15:16:08.501310,4568.501309933351,22568.50131,0,1
559,Activity G,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
559,Activity N,1970-01-01 15:21:49.093886,4909.093886072709,22909.093886,0,1
559,Activity L,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
559,Activity I,1970-01-01 15:52:30.907665,3150.9076653660422,24750.907665,0,1
559,Activity J,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
559,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
559,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
560,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
560,Activity B,1970-01-01 10:18:16.446577,4696.446576736151,4696.446577,0,1
560,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
560,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
560,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
560,Activity K,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
560,Activity G,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
560,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
560,Activity L,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
560,Activity J,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
560,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
560,Activity N,1970-01-01 16:03:04.018457,3784.018456842847,25384.018457,0,1
560,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
560,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
561,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
561,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
561,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
561,Activity D,1970-01-01 12:23:18.436947,4998.436946649374,12198.436947,0,1
561,Activity E,1970-01-01 13:25:27.655581,5127.655580766884,15927.655581,0,1
561,Activity M,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
561,Activity G,1970-01-01 15:18:39.051354,4719.05135390823,22719.051354,0,1
561,Activity H,1970-01-01 14:00:00.000000,0.0,18000.0,1,0
561,Activity N,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
561,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
561,Activity J,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
561,Activity B,1970-01-01 15:00:00.000000,0.0,21600.0,1,0
561,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
561,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
562,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
562,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
562,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
562,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
562,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
562,Activity M,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
562,Activity I,1970-01-01 14:00:00.000000,0.0,18000.0,1,0
562,Activity K,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
562,Activity N,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
562,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
562,Activity J,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
562,Activity L,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
562,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
562,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
563,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
563,Activity N,1970-01-01 10:00:00.000000,3600.0,3600.0,1,0
563,Activity G,1970-01-01 11:32:19.825812,5539.8258116718425,9139.825812,1,1
563,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
563,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
563,Activity K,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
563,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
563,Activity G,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
563,Activity L,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
563,Activity N,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
563,Activity J,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
563,Activity C,1970-01-01 15:00:00.000000,0.0,21600.0,1,0
563,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
563,Activity B,1970-01-01 17:00:00.000000,3600.0,28800.0,1,0
564,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
564,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
564,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
564,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
564,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
564,Activity K,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
564,Activity G,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
564,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
564,Activity L,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
564,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
564,Activity J,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
564,Activity N,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
564,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
564,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
565,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
565,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
565,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
565,Activity D,1970-01-01 12:53:43.949188,6823.949188308586,14023.949188,0,1
565,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
565,Activity K,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
565,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
565,Activity G,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
565,Activity L,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
565,Activity N,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
565,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
565,Activity J,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
565,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
565,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
566,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
566,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
566,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
566,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
566,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
566,Activity M,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
566,Activity K,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
566,Activity G,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
566,Activity N,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
566,Activity L,1970-01-01 16:03:11.767238,3791.7672375787984,25391.767238,0,1
566,Activity J,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
566,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
566,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
566,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
567,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
567,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
567,Activity C,1970-01-01 11:03:23.821747,3803.8217473012273,7403.821747,0,1
567,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
567,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
567,Activity M,1970-01-01 14:17:10.735263,4630.735263179648,19030.735263,0,1
567,Activity G,1970-01-01 15:18:51.839527,4731.839527309161,22731.839527,0,1
567,Activity J,1970-01-01 14:00:00.000000,0.0,18000.0,1,0
567,Activity L,1970-01-01 15:00:00.000000,3600.0,21600.0,1,0
567,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
567,Activity J,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
567,Activity L,1970-01-01 16:10:16.647904,4216.647903724613,25816.647904,0,1
567,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
567,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
568,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
568,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
568,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
568,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
568,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
568,Activity E,1970-01-01 14:00:00.000000,3600.0,18000.0,1,0
568,Activity K,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
568,Activity G,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
568,Activity D,1970-01-01 15:00:00.000000,3600.0,21600.0,1,0
568,Activity L,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
568,Activity J,1970-01-01 15:55:21.010921,3321.0109211017743,24921.010921,0,1
568,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
568,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
568,Activity J,1970-01-01 17:46:56.709084,6416.709084369006,31616.709084,1,1
569,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
569,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
569,Activity C,1970-01-01 11:31:51.243385,5511.243385275624,9111.243385,0,1
569,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
569,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
569,Activity G,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
569,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
569,Activity K,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
569,Activity J,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
569,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
569,Activity N,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
569,Activity L,1970-01-01 16:27:35.118187,5255.118187317044,26855.118187,0,1
569,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
569,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
570,Activity H,1970-01-01 09:00:00.000000,0.0,0.0,1,0
570,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
570,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
570,Activity D,1970-01-01 12:14:10.704289,4450.704289369599,11650.704289,0,1
570,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
570,Activity K,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
570,Activity G,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
570,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
570,Activity L,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
570,Activity J,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
570,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
570,Activity N,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
570,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
570,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
571,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
571,Activity B,1970-01-01 10:06:05.175366,3965.1753656708993,3965.175366,0,1
571,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
571,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
571,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
571,Activity K,1970-01-01 14:10:52.936075,4252.936074709348,18652.936075,0,1
571,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
571,Activity G,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
571,Activity L,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
571,Activity N,1970-01-01 16:35:28.154179,5728.154179134256,27328.154179,0,1
571,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
571,Activity J,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
571,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
571,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
572,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
572,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
572,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
572,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
572,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
572,Activity K,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
572,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
572,Activity G,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
572,Activity L,1970-01-01 14:55:04.275847,3304.275846971009,21304.275847,0,1
572,Activity N,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
572,Activity J,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
572,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
572,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
572,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
573,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
573,Activity B,1970-01-01 10:48:42.743127,6522.743126903604,6522.743127,0,1
573,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
573,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
573,Activity E,1970-01-01 13:29:30.040474,5370.0404735434195,16170.040474,0,1
573,Activity M,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
573,Activity D,1970-01-01 14:00:00.000000,0.0,18000.0,1,0
573,Activity K,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
573,Activity G,1970-01-01 15:00:00.000000,3600.0,21600.0,1,0
573,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
573,Activity J,1970-01-01 15:43:48.738202,2628.7382020342734,24228.738202,0,1
573,Activity L,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
573,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
573,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
574,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
574,Activity J,1970-01-01 10:38:24.283595,5904.283594630473,5904.283595,1,1
574,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
574,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
574,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
574,Activity M,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
574,Activity G,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
574,Activity K,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
574,Activity N,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
574,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
574,Activity J,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
574,Activity L,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
574,Activity K,1970-01-01 16:00:00.000000,3600.0,25200.0,1,0
574,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
575,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
575,Activity B,1970-01-01 10:05:11.720449,3911.7204488485686,3911.720449,0,1
575,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
575,Activity K,1970-01-01 12:37:51.524821,5871.5248206584965,13071.524821,1,1
575,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
575,Activity G,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
575,Activity K,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
575,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
575,Activity J,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
575,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
575,Activity L,1970-01-01 16:06:44.389859,4004.389858804362,25604.389859,0,1
575,Activity N,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
575,Activity D,1970-01-01 16:00:00.000000,3600.0,25200.0,1,0
575,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
576,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
576,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
576,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
576,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
576,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
576,Activity K,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
576,Activity G,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
576,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
576,Activity L,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
576,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
576,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,1,0
576,Activity B,1970-01-01 15:00:00.000000,0.0,21600.0,1,0
576,Activity E,1970-01-01 16:00:00.000000,3600.0,25200.0,1,0
576,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
577,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
577,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
577,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
577,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
577,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
577,Activity K,1970-01-01 14:26:50.060641,5210.060640916062,19610.060641,0,1
577,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
577,Activity G,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
577,Activity L,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
577,Activity N,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
577,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
577,Activity J,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
577,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
577,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
578,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
578,Activity J,1970-01-01 10:00:00.000000,3600.0,3600.0,1,0
578,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
578,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
578,Activity C,1970-01-01 13:40:27.787774,6027.787773717515,16827.787774,1,1
578,Activity K,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
578,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
578,Activity G,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
578,Activity L,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
578,Activity N,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
578,Activity J,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
578,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
578,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
578,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
579,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
579,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
579,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
579,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
579,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
579,Activity G,1970-01-01 14:32:02.345962,5522.345961854951,19922.345962,0,1
579,Activity K,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
579,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
579,Activity A,1970-01-01 15:00:00.000000,3600.0,21600.0,1,0
579,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
579,Activity L,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
579,Activity N,1970-01-01 16:14:45.151655,4485.151654706311,26085.151655,0,1
579,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
579,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
580,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
580,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
580,Activity I,1970-01-01 11:00:00.000000,3600.0,7200.0,1,0
580,Activity D,1970-01-01 12:25:55.339267,5155.339267102415,12355.339267,0,1
580,Activity E,1970-01-01 13:20:10.141732,4810.141732035943,15610.141732,0,1
580,Activity G,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
580,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
580,Activity K,1970-01-01 14:52:01.858382,3121.8583818618267,21121.858382,0,1
580,Activity J,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
580,Activity I,1970-01-01 15:48:12.535654,2892.535653858045,24492.535654,0,1
580,Activity J,1970-01-01 16:08:20.735409,4100.7354091460975,25700.735409,1,1
580,Activity L,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
580,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
580,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
581,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
581,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
581,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
581,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
581,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
581,Activity G,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
581,Activity K,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
581,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
581,Activity J,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
581,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
581,Activity G,1970-01-01 16:35:11.044135,5711.044134521384,27311.044135,1,1
581,Activity N,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
581,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
581,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
582,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
582,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
582,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
582,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
582,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
582,Activity G,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
582,Activity K,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
582,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
582,Activity I,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
582,Activity J,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
582,Activity H,1970-01-01 15:00:00.000000,0.0,21600.0,1,0
582,Activity N,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
582,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
582,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
583,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
583,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
583,Activity C,1970-01-01 11:57:09.143399,7029.143398953862,10629.143399,0,1
583,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
583,Activity C,1970-01-01 13:00:00.000000,3600.0,14400.0,1,0
583,Activity M,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
583,Activity K,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
583,Activity K,1970-01-01 14:00:00.000000,0.0,18000.0,1,0
